rec_no,vs1,vs2,vq1,vq2,vq3_1,vq3_2,vq3_3,vq3_4,vq3_5,vq3_6,vq3_7,vq3_8,vq3a,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4a,vq5,vq5a,vq6_1,vq6_2,vq6_3,vq6_4,vq6_5,vq6_6,vq6_7,vq6_8,vq6a,vq7,vq7a,vq8,vq9_1,vq9_2,vq9_3,vq9_4,vq9_5,vq9_6,vq9_7,vq9_8,vq9a,vq10,vq11,vq12_1,vq12_2,vq12_3,vq12_4,vq12_5,vq12_6,vq12_7,vq12a,vq13_1,vq13_2,vq13_3,vq13_4,vq13_5,vq13_6,vq13_7,vq13_8,vq13a,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq14_7,vq14_8,vq14a,vq15,vq16,vq16a,vq17_1,vq17_2,vq17_3,vq17_4,vq17_5,vq17a,vq18_1,vq18_2,vq18_3,vq18_4,vq18_5,vq18_6,vq18_7,vq18_8,vq19,vq20,vq21,vq22,vq22a,vq23,vq23a,vq24,vq24a,vq25,vq25a,vq26_1,vq26_2,vq27,vq28,vq29,vq30_1,vq30_2,vq30_3,vq30_4,vq30_5,vq30_6,vq30a,vq31,vq31a,vq32,vq32a,vq33,vq33a,vq34,vq34a,vq35,vq35a,vq36,vq36a,vq37,vq38_1,vq38_2,vq38_3,vq38_4,vq38_5,vq38_6,vq38_7,vq38_8,vq38a,vq39_1,vq39_2,vq39_3,vq39_4,vq39_5,vq39_6,vq39_7,vq39_8,vq39a,vq40,vq40a,vq41_1,vq41_2,vq41_3,vq41_4,vq41_5,vq41a,vq42,vq42a,vq43_1,vq43_2,vq43_3,vq43_4,vq43_5,vq43_6,vq43a,vq44_1,vq44_2,vq44_3,vq44_4,vq44_5,vq44_6,vq44a,vq45_1,vq45_2,vq45_3,vq45_4,vq45a,vq46_1,vq46_2,vq46_3,vq46_4,vq46a,vq47_1,vq47_2,vq47_3,vq47_4,vq47a,vq48_1,vq48_2,vq48_3,vq48a,vq49,vq50,vq51_1,vq51_2,vq51_3,vq51_4,vq51_5,vq51_6,vq51_7,vq51_8,vq51a,vq52_1,vq52_2,vq52_3,vq52_4,vq52_5,vq52_6,vq52_7,vq52_8,vq52a,vq53,vq54_1,vq54_2,vq54_3,vq54_4,vq54_5,vq54_6,vq54_7,vq54_8,vq54a,vq55_1,vq55_2,vq55_3,vq55_4,vq55_5,vq55_6,vq55_7,vq55_8,vq55a,vq56,vq57,vq57a,vq58,vq58a,vq59,vq60_1,vq60_2,vq60_3,vq60_4,vq60_5,vq60_6,vq60_7,vq60_8,vq61,vq61a,vq62,vq62a,vq63,vq63a,vq64,vq64a,vq65,vq66,vq67,vq68,vq69,vq70,vq71,vq72,vq73,vq74,vq75,vq76,vq77,vq78,vq79,vq80,vq81,vq82,vq83,vq84,vq85,vq86,vq87,vq88,vq89,vq90,vs3,vs4,vs6,vs7,vs7a,vs8,vs9,vs10,vs11,vs12_1,vs12_2,vs12_3,vs12_4,vs12_5,vs12_6,vs12_7,vs12_8,vs12a,vs12b,vs12c,vs12d,vs12e,vs12f,vs12g,vs12h,vs12i,vs12j,vs12k,vs12l,vs12m,vs12n,vs12z,vs12za,varea,age,area,sex,marriage,edu,income,live,job,w3
5510,11,11,53,2,1,3,6,4, , , , , ,1,6, , , , , , , ,1, ,90, , , , , , , , ,90, ,96, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,7, , , , , ,6,3,6,1, ,90, ,9995, ,3, ,3, , , , ,1,3,4, , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,10,11, , , , ,1, ,1, ,3, ,10, ,2,2,2,96,96,96,96,96,96,2,2,96,96,2,96,2,96,96,96,96,96,96,2,2,96,96,2,2,4,14, ,4,4,1,4,9,1,6,4,8, , , ,1, , ,3, ,2, ,1,1, , , , , , , ,3007,4,300,2,2,4,4,2,14,.356868574191735
2821,1,1,37,1,6,2,3, , , , , , ,2,6, , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,3, , , , , , , , , , , , , , , , , ,10,8,13,2, , , , ,2,1,1,1, ,1, ,9995, ,4, ,1, ,1,1000, ,1, , , , , , ,1, ,1, , , , , , , , , ,1,2,5,94, , , , , ,音樂,1,3, , , , , , , ,2, ,90, , , , , ,1, ,1,3, , , , , ,1,3, , , , , ,1, , , , ,1, , , , ,1, , , , ,1, , , ,1,1,7,26,3, , , , , , ,3,7,26, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,8,10,11,12, , , ,1, ,1, ,2, ,7, ,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,4,22, , ,1, ,4,8,1,4,2,7, , , ,1,1, ,2, , ,1,1, , , , , , , , ,1004,6,100,1,5,4, ,1,22,1.9384124426296
3004,17,17,58,1,6,4,5,1, , , , , ,1,4,5,6, , , , , ,6, ,6,4,5, , , , , , ,5, ,1,8,3,6, , , , , , ,996,2, , , , , , , , ,1,2,3, , , , , , ,90, , , , , , , , , , , , , , , , , ,8,1,6,23,26, , , ,1,1,1,1, ,1, ,2101, ,1, ,3, , , , ,1,2,4, , , , ,1, ,5, , , , , , , , , ,1,1,2,3, , , , , , ,2,3,4, , , , , , ,2, ,1, , , , , ,1, ,1,2,3,4,5, , ,2,3,4, , , , ,1,2,3, , ,1,2,3, , ,1,2,3,4, ,1, , , ,1,2,24,22,25,10,16,19,12, , ,10,12,16, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,4,5, , , ,1, ,98, ,98, ,98, ,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,2,2,2,2,1,3,3,3,3,2,1,7,16, ,6,2,0,4,5,1,4,9,8, , , ,2, , ,2,1, , ,1,1, , , , , , , ,5005,4,500,1,2,7,6,1,16,.219169295868356
5176,4,4,69,1,1,4,3,6, , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,1,3, , , , , , , , ,6,96, , , , , , , , ,1,2, , , , , , , ,1, , , , , , , , , , , , , , , , , ,13,6,8, , , , , ,3,3,3,1, ,1, ,801, ,1, ,96, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1,5,6,7, , , , , ,1,4,6, , , , , , ,2, ,2, , , , , ,2, ,3, , , , , , ,3, , , , , , ,2, , , , ,2, , , , ,2, , , , ,1, , , ,1,2,18,17,9,7,27,11,2, , ,17,18,27, , , , , , ,1,10, , , , , , , , ,3, , , , , , , , ,500,1, , , ,2,1,4,6,7,8,9, , ,8, ,1, ,5, ,6, ,1,1,1,1,1,1,1,2,1,2,2,2,2,1,3,2,2,2,3,2,3,2,1,2,3,2,2,1,6,98, ,98,4,2,4,8,1,6,4, , , , ,2, , ,2, ,3, ,3, , , , , , , , ,3002,3,300,1,2,6,96,1,96,1.32928752885397
707,8,8,71,1,5,6,1,3, , , , , ,1,3,5,6, , , , , ,6, ,6,5,3, , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,6,13,2,25, , ,5,2,5,1, ,1, ,601, ,2, ,3, , , , ,1,2,3, , , , ,1, ,2, , , , , , , , , ,1,2, , , , , , , , ,1,2,3, , , , , , ,1, ,90, , , , , ,3, ,2,3,4, , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,5,25,23,18,11,6,10,27, ,5,6,18,23,25, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,5,6,8,10, , , ,1, ,1, ,8, ,6, ,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,8,15, ,7,4,2,4,6,1,4,8,5, , , ,2, , ,2,1,2, ,2, , , , , , , , ,2005,3,200,1,2,8,7,1,15,.368603369902921
718,3,3,68,1,1,5,3,6, , , , , ,1,3,6, , , , , , ,6, ,6,1,3, , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,25,8,1,2,13,3,7, ,5,2,5,1, ,1, ,402, ,3, ,3, , , , ,1,3, , , , , ,1, ,2, , , , , , , , , ,1,2,8,11, , , , , , ,1,2,3,4, , , , , ,1, ,90, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,1,7,3,18,27,5,4,23, ,1,3,4,5,7,18,23,27, ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,2,3,4,6,8,10, ,1, ,1, ,6, ,8, ,2,2,1,2,2,2,2,2,2,4,4,1,3,2,2,1,2,2,2,2,2,2,4,4,2,2,2,1,8,3, ,7,4,2,4,8,1,5,6,4, , , ,2, , ,2,1,1, ,1, , , , , , , , ,2004,3,200,1,2,8,7,1,3,1.12822649727868
2039,6,6,39,1,6,2,3, , , , , , ,2,3,6, , , , , , ,3, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,3, , , , , , , , ,3, , , , , , , , , , , , , , , , , ,23,20,7,24,16,8, , ,1,1,1,1, ,1, ,9995, ,4, ,1, ,1,1100, ,1,3, , , , , ,3, , , , , ,5, , , , , ,2, , , , , , , , , , , , , , , , , , ,2, ,90, , , , , ,96, ,1, , , , , , ,1, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,16,26,4,13,20, , , , ,4,16,20, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , ,1, ,1, ,2, ,94,沒有,2,2,96,2,96,2,2,2,2,2,2,2,2,2,2,96,2,2,2,2,2,2,2,96,3,2,5,1,6,22, , ,2,0,1,7,1,8,4, , , , ,2, , ,2, , ,2,1, , , , , , , , ,5001,6,500,1,5,6, ,1,22,1.67319455886467
135,1,1,54,2,4,6,3,5,1, , , , ,1, , , , , , , , ,1, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6, , , , , , ,6,6,6,1, ,1, ,9995, ,1, ,1, ,1,999996, ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,7, , ,1, , , , , , , ,1, ,1, ,3, ,96, ,1,1,1,1,1,96,96,96,96,2,2,96,96,3,96,3,3,96,96,96,96,96,3,3,3,96,2,1,5,19, ,98,5,0,4,6,1,9,8,5,4,3, ,1, ,2,2,3,1, ,4,3, , , , , , , ,1005,4,100,2,2,5,96,1,19,1.5113802303796
5604,11,11,46,1,1,3,7,6, , , , , ,6, , , , , , , , ,6, ,6,3, , , , , , , ,6, ,1,4,6,7,3, , , , , ,996,2, , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1,6,8,7, , , ,5,1,1,1, ,1, ,9996, ,1, ,1, ,1,1151, ,1,3, , , , , ,1, ,5, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,2, ,4, , , , , ,96, ,3, , , , , , ,3, , , , , , ,1,2, , , ,90, , , , ,1,2, , , ,96, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,1,2,3,6,8, , , ,1, ,1, ,2, ,4, ,1,1,1,96,1,1,1,1,96,1,3,1,1,2,2,2,2,2,96,96,96,96,2,2,96,96,2,1,7,3, ,5,2,0,2,4,1,6, , , , , ,1, , ,2, ,1, , , , , , , , , , ,3007,5,300,1,2,7,5,1,3,.352404832035411
1316,9,9,81,1,5, , , , , , , , ,5, , , , , , , , ,5, ,6, , , , , , , , ,6, ,1,6,9,1,3, , , , , ,226,2, , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,5,6,8, , , , , ,1,1,1,96, ,96, ,9996, ,2, ,96, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,1,2, , , , , , , ,2,8, , , , , , , ,2, ,2, , , , , ,1, ,5, , ,3, , , ,3, , , , , , ,3, , , , ,90, , , , ,3, , , , ,2, , , ,1,1,8, , , , , , , , ,8, , , , , , , , ,1,15, , , , , , , , ,13, , , , , , , , ,3000,1, , , ,1,1, , , , , , , ,1, ,3, ,7, ,10, ,96,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,9, ,5,2,0,96,7,1,4, , , , , ,1, , ,2, , ,1, , , , , , , , , ,2003,2,200,1,1,4,5,2,9,.443373213408202
1805,6,5,63,2,3,1,6, , , , , , ,1,6, , , , , , , ,1, ,6,1, , , , , , , ,1, ,1,1,7,2,4, , , , , ,96,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,2,1,3, , , , ,5,1,1,1, ,90, ,1501, ,3, ,3, , , , ,1, , , , , , ,1, ,5, , , , , , , , , ,1,1,2, , , , , , , ,3, , , , , , , , ,2, ,1, , , , , ,96, ,90, , , , , , , , , , , , , ,1, , , , ,90, , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,96, , ,96, , , , , , , , , ,1, ,7, ,96, ,1,1,96,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,6,17, ,4,2,0,4,4,1, , , , , , ,1, , ,2, , , , , , , , , , , , ,5002,3,400,2,1,6,4,1,17,.96703893684598
612,3,3,72,2,1,3,6, , , , , , ,1,3,6, , , , , , ,6, ,3,6,1, , , , , , ,1, ,1,6,7, , , , , , , ,8,2, , , , , , , , ,4, , , , , , , , ,4, , , , , , , , , , , , , , , , , ,6,25,13,2,3,1,8, ,5,5,5,1, ,1, ,403, ,1, ,1, ,1,1000, ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,5,11, , , , , , , ,2,3,9, , , , , , ,2, ,90, , , , , ,1, ,2,3,4, , , , ,94, , , , , ,汽車音響,1,2, , , ,2, , , , , , , , , ,1, , , ,1,1,4,5,23,2,3, , , , ,2,5,23, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,3,7,8,10, , , ,1, ,96, ,10, ,11, ,1,1,1,2,2,2,1,2,2,2,2,2,2,3,96,3,96,3,2,3,2,2,2,2,2,2,2,1,7,11, ,6,3,1,4,6,1,4,8, , , , ,1, , ,2, ,1, ,1, , , , , , , , ,2001,2,200,2,2,7,6,1,11,1.03994200635469
3,1,1,71,1,5,1,10,4,3,6, , , ,1,3,4,5,6,10, , , ,10, ,7,5,6,4, , , , , ,4, ,1,6,9, , , , , , , ,7,1,96, , , , , , , ,1,3, , , , , , , ,3, , , , , , , , ,1,1, ,1, , , , , ,2,16,6,13,22,25,1,3,1,1,5,1, ,1, ,302, ,2, ,1, ,2,1200, ,1,2,3,4, , , ,1, ,5, , , , , , , , , ,1,1,6, , , , , , , ,3, , , , , , , , ,2, ,90, , , , , ,96, ,3, , , , , , ,3, , , , , , ,90, , , , , , , , , ,1, , , , ,2, , , ,1,1,2, , , , , , , , ,2, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,7, , , , , , , ,7, ,7, ,1, ,10, ,1,3,1,1,1,1,1,2,2,1,3,1,3,1,2,1,3,2,1,2,3,4,3,3,2,96,2,1,8,3, ,9,4,2,4,9,1,6,4,8,5, , ,1, , ,2,1,1, ,1,3, , , , , , , ,1010,3,100,1,2,8,8,1,3,1.22572229627717
2203,5,5,62,2,1,6,3, , , , , , ,1,3,6, , , , , , ,1, ,1, , , , , , , , ,1, ,1,6, , , , , , , , ,7,1,96, , , , , , , ,96, , , , , , , , , , , , , , , , , ,2, , , , , , , , ,8,6, , , , , , ,5,5,5,1, ,1, ,1404, ,1, ,1, ,96,900, ,1, , , , , , ,1, ,3, , , , , , , , , ,1,1, , , , , , , , ,9, , , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,26, , , , , , , , ,26, , , , , , , , ,1,10, , , , , , , , ,7, , , , , , , , ,1000,2, , , ,2,1,8, , , , , , ,1, ,1, ,3, ,2, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,13, ,4,3,1,4,8,1,4, , , , , ,1, , ,2, , , ,1, , , , , , , , ,5004,3,400,2,2,7,4,1,13,.96703893684598
1612,3,3,76,1,6,1,3, , , , , , ,1,3,6, , , , , , ,6, ,6,1,3, , , , , , ,6, ,1,3, , , , , , , , ,2,2, , , , , , , , ,3, , , , , , , , ,3, , , , , , , , , , , , , , , , , ,7,6,2,13, , , , ,2,2,2,1, ,7, ,402, ,1, ,96, , , , ,1,3, , , , , ,1, ,1, , , , , , , , , ,1,1,5,10, , , , , , ,2, , , , , , , , ,3, ,1, , , , , ,96, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,10,7,1, , , , , , ,1,7, , , , , , , ,1,14, , , , , , , , ,3, , , , , , , , ,100,1, , , ,2,1,12, , , , , , ,1, ,1, ,5, ,3, ,1,1,1,1,1,1,1,1,1,1,1,1,1,96,96,96,96,96,96,96,96,96,96,96,96,96,2,1,7,14, ,6,3,2,4,9,1,4,8, , , , ,1, , ,2, , , ,1,96, , , , , , , ,1003,2,200,1,2,7,6,1,14,.950856200465643
311,7,7,26,2,1, , , , , , , , ,1, , , , , , , , ,1, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,96, , , , , , , ,6,6,6,96, ,96, ,1801, ,90, ,96, , , , ,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,94,不會使用手機, ,1, , , , , , , ,1, ,1, ,10, ,94,沒有,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,20, , ,3,0,4,4,1,6, , , , , ,1, , ,2, ,1, , , , , , , , , , ,1011,6,600,2,5,1, ,1,20,.709895487045259
1403,16,16,88,1,6,2,4,3,10, , , , ,2,3,4,6,10, , , , ,6, ,6,3,2, , , , , , ,6, ,1,6,3,9,1,8, , , , ,3,2, , , , , , , , ,4,5,7, , , , , , ,7, , , , , , , , , , , , , , , , , ,3,8,13,1,7,24,11,2,2,2,5,1, ,1, ,9995, ,1, ,3, , , , ,1,3,4,5, , , ,1, ,4, , , , , , , , , ,1,1,2,3,8,10, , , , ,2,3,5, , , , , , ,2, ,90, , , , , ,3, ,2,3, , , , , ,2,3, , , , , ,90, , , , , , , , , ,96, , , , ,1, , , ,1,1,1,23,9,7, , , , , ,1,7,9, , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,8,10, , , , , , ,8, ,96, ,96, ,96, ,1,1,1,1,1,1,1,1,1,2,2,1,1,3,3,3,3,3,3,3,3,3,2,2,3,2,1,1,5,21, , ,5,2,2,10,1,4,7,3,8,9, ,1, ,2,5, , ,1,1,2,2, , , , , , ,6001,1,600,1,1,5, ,1,21,.830352041012726
512,1,2,68,1,7,5,4,6, , , , , ,4,5,6,7, , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,13,2,1,12,6,5, , ,6,6,6,1, ,90, ,9995, ,2, ,3, , , , ,1, , , , , , ,1, ,1, , , , , , , , , ,1,3,5, , , , , , , ,1, , , , , , , , ,3, ,1, , , , , ,96, ,3, , , , , , ,90, , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,5, , , , , , , , ,5, , , , , , , , ,1,9, , , , , , , , ,94, , , , , , , ,購物,3000,1, , , ,4,6, , , , , , , ,6, ,1, ,3, ,9, ,2,2,2,2,2,2,2,2,2,2,2,2,2,96,96,96,96,96,96,96,96,96,96,96,96,96,2,2,5,13, ,6,4,2,2,5,1,9,4, , , , ,1, , ,2,1, , , ,1, , , , , , , ,1008,3,100,1,2,5,6,2,13,.753089576865929
1111,20,20,62,2,5,4,6, , , , , , ,4,5,6, , , , , , ,6, ,5,6, , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , , , , ,25,6, , , , , , ,5,5,5,1, ,1, ,1201, ,1, ,96, , , , ,2, , , , , , ,2, , , ,1, , , , , , , ,1,2,11, , , , , , , ,3, , , , , , , , ,3, ,1, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,2, , , ,1,1,7,4, , , , , , , ,4, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,94,詐騙太多, ,90, , , , , , , , , ,1, ,12, ,3, ,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,2,2,1,2,8,15, ,5,3,0,4,5,1,9,4, , , , ,1, , ,2,1, , , ,2, , , , , , , ,4004,3,400,2,1,8,5,2,15,.640410901484656
1315,9,19,50,1,5,3,6,1, , , , , ,1,3,5,6, , , , , ,6, ,6,3,2, , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , ,2,7,1,13,8,6, , ,5,5,5,1, ,1, ,702, ,2, ,3, , , , ,1,2,3, , , , ,1, ,1, , , , , , , , , ,1,1,2,3,6, , , , , ,1,2,4, , , , , , ,2, ,1, , , , , ,1, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,27,7,13,3,11,2, , , ,2,3,7,11,13, , , , ,2, , , , , , , , , , , , , , , , , , , , , ,1, , ,1,2,3,6, , , , ,1, ,1, ,3, ,6, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,6,12, ,5,3,0,98,4,1,5, , , , , ,1, , ,2,1, , , , , , , , , , , ,2006,5,200,1,96,6,5,1,12,1.93828054404711
2027,6,6,54,2,1,3,6, , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,7, , , , , , , , ,7, , , , , , , , , , , , , , , , , ,13,26,1,2,6, , , ,5,5,6,1, ,1, ,9995, ,5, ,1, ,1,799, ,1,3, , , , , ,1, ,5, , , , , , , , , ,1,6,8,94, , , , , ,健康短片,2,3, , , , , , , ,2, ,2, , , , , ,2, ,3, , , , , , ,3, , , , , , ,2, , , , ,2, , , , ,2, , , , ,1, , , ,1,1,23,25, , , , , , , ,23,25, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,6,8, , , , , ,8, ,8, ,6, ,1, ,3,3,2,2,2,2,2,2,2,2,3,2,3,3,3,2,3,2,2,2,2,2,2,3,3,3,2,1,5,20, , ,3,0,4,4,1,8,6, , , , ,1, , ,2, ,1, ,1, , , , , , , , ,5001,4,500,2,2,5, ,1,20,1.30458983972277
3006,17,17,48,1,3,1,2,6, , , , , ,3,6, , , , , , , ,96, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , , , ,1,5,1,1, ,1, ,2101, ,1, ,1,2,2,800,562,90, , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,96, ,96, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,96, , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1, , , , , , , ,1, ,1, ,96, ,96, ,3,3,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,2,1,4,19, ,98,2,0,1,8,1,4,6,7, , , ,1, , ,2, ,1,1,2, , , , , , , , ,5005,5,500,1,2,4,96,1,19,.23670505869762
3016,17,17,83,2,6,4,1,3, , , , , ,1,3,4,6, , , , , ,3, ,7, , , , , , , , ,7, ,2, , , , , , , , , , , , , , , , , , , ,4,7, , , , , , , ,98, , , , , , , , , , , , , , , , , ,8,6,22,7, , , , ,1,1,1,1, ,1, ,2101, ,1, ,1, ,1,999996, ,1,3, , , , , ,1, ,3, , , , , , , , , ,1,1,3,4,5,6, , , , ,1,3,4,7, , , , , ,2, ,1, , , , , ,1, ,1,2,3, , , , ,3, , , , , , ,1,2, , , ,1,2, , , ,1,2,4, , ,1,2, , ,1,1,7,3,8,24,10, , , , ,3,7, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,2, , ,1,10, , , , , , ,1, ,9, ,1, ,2, ,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,7,16, ,7,2,1,4,8,1,4, , , , , ,1, , ,2, , , ,1, , , , , , , , ,5005,1,500,2,1,7,7,2,16,.177656563758081
3101,2,2,40,1,6, , , , , , , , ,6, , , , , , , , ,6, ,6, , , , , , , , ,6, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , , , , , , ,6,6,6,1, ,5, ,207, ,3, ,2, ,1, ,400,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,96, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,26,27,5, , , , , , ,5,26, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,5, , ,90, , , , , , , , , ,6, ,1, ,5, ,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,5,15, ,3,2,0,2,4,1,5, , , , , ,1, , ,2,1, , , , , , , , , , , ,1007,6,100,1,2,5,3,1,15,1.19096977402252
3140,2,2,41,1,3,1,6, , , , , , ,1,3, , , , , , , ,3, ,1, , , , , , , , ,1, ,2, , , , , , , , , , , , , , , , , , , ,90, , , , , , , , , , , , , , , , , , , , , , , , , , ,6,1,2,8, , , , ,6,6,6,1, ,1, ,207, ,1, ,3, , , , ,1, , , , , , ,1, ,3, , , , , , , , , ,2, , , , , , , , , , , , , , , , , , ,3, ,90, , , , , ,2, ,90, , , , , , , , , , , , , ,90, , , , , , , , , , , , , , ,1, , , ,1,1,27,11, , , , , , , ,11, , , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , ,3, , ,6,7, , , , , , ,7, ,7, ,6, ,9, ,1,1,1,1,1,1,1,1,1,96,96,1,1,2,2,2,3,2,2,2,2,2,2,96,2,96,2,1,5,19, ,98,2,0,4,4,1,8, , , , , ,1, , ,2, , , ,1, , , , , , , , ,1007,6,100,1,2,5,96,1,19,1.19096977402252
